Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"45163","1","2019-02-06 12:31:40","2","1227","<python><nlp><class-imbalance><imbalanced-learn>","3",""
"45165","1","2019-02-06 13:29:24","29","57487","<machine-learning><neural-network><deep-learning><classification><keras>","5","6"
"45168","1","2019-02-06 13:57:33","2","59","<deep-learning><classification><cnn><computer-vision><image-preprocessing>","0","2"
"45169","1","2019-02-06 14:23:36","2","17","<data-mining><machine-learning-model>","0",""
"45170","1","2019-02-06 14:31:11","1","29","<r>","1",""
"45174","1","2019-02-06 15:51:53","4","5319","<machine-learning><scikit-learn><multilabel-classification>","3","2"
"45176","1","2019-02-06 16:50:59","1","35","<python><optimization>","1",""
"45177","1","2019-02-06 16:51:27","1","882","<tensorflow>","1",""
"45178","1","2019-02-06 17:24:27","1","29","<beginner><education>","1",""
"45179","1","2019-02-06 17:26:20","1","40","<python><keras><tensorflow>","1",""
"45180","1","2019-02-06 17:37:49","6","99","<feature-selection><random-forest><decision-trees><predictor-importance>","1","1"
"45183","1","2019-02-06 18:56:27","2","169","<nlp><recommender-system><word-embeddings>","1",""
"45184","1","2019-02-06 19:24:17","2","24","<dataset>","1",""
"45189","1","2019-02-06 22:44:04","1","10","<time-series>","0",""
"45190","1","2019-02-07 04:49:52","1","39","<natural-language-process><language-model>","0",""
"45197","1","2019-02-07 08:37:05","1","55","<machine-learning><deep-learning><supervised-learning>","1",""
"45200","1","2019-02-07 09:06:03","1","35","<machine-learning><neural-network><cnn>","1",""
"45202","1","2019-02-07 09:46:19","2","60","<predictive-modeling><model-selection><evaluation><scoring>","1",""
"45203","1","2019-02-07 09:53:25","1","44","<r><data-mining><visualization><ggplot2>","1",""
"45204","1","2019-02-07 09:56:54","1","55","<nlp>","0",""
"45208","1","2019-02-07 10:14:38","1","408","<keras><scikit-learn><cross-validation><class-imbalance>","2",""
"45211","1","2019-02-07 10:47:30","2","51","<machine-learning><regression><statistics><logistic-regression>","1",""
"45214","1","2019-02-07 12:37:57","2","107","<dataset><training>","1",""
"45216","1","2019-02-07 12:46:53","1","33","<time-series><lstm><rnn><sequence-to-sequence><stacked-lstm>","0",""
"45220","1","2019-02-07 15:37:42","-1","82","<machine-learning><clustering><similarity><pca><dimensionality-reduction>","2",""
"45221","1","2019-02-07 15:48:51","2","29","<training><labels><binary><classifier>","0",""
"45223","1","2019-02-07 16:10:54","1","56","<machine-learning><ensemble-modeling>","2",""
"45224","1","2019-02-07 18:00:45","1","216","<python><keras>","0","1"
"45228","1","2019-02-07 18:47:25","1","1584","<machine-learning><keras><time-series><lstm>","1","1"
"45230","1","2019-02-07 18:59:38","1","89","<machine-learning><classification><svm><fuzzy-logic>","0",""
"45231","1","2019-02-07 19:32:24","1","195","<time-series><clustering>","1",""
"45236","1","2019-02-07 23:23:03","3","469","<statistics><distribution><excel><churn>","3",""
"45237","1","2019-02-07 23:53:36","1","18","<colab>","0",""
"45238","1","2019-02-08 02:51:26","3","479","<naive-bayes-classifier><missing-data>","2",""
"45239","1","2019-02-08 04:13:36","1","3142","<python><regression>","1",""
"45240","1","2019-02-08 04:34:06","1","45","<neural-network><cnn><transfer-learning><neural>","1",""
"45243","1","2019-02-08 06:09:06","4","94","<machine-learning><neural-network><reinforcement-learning>","2","1"
"45246","1","2019-02-08 08:49:04","1","1509","<neural-network><deep-learning><keras><tensorflow><convnet>","1",""
"45251","1","2019-02-08 09:37:25","1","152","<classification><scikit-learn><data-mining><text-mining><word2vec>","1",""
"45254","1","2019-02-08 09:47:49","3","103","<data-mining><time-series><predictive-modeling><statistics><prediction>","1","1"
"45255","1","2019-02-08 10:14:25","3","838","<naive-bayes-classifier><outlier><bayesian>","2",""
"45256","1","2019-02-08 10:29:29","0","1165","<machine-learning><regression><statistics>","1",""
"45263","1","2019-02-08 12:46:10","0","99","<machine-learning><feature-selection><feature-extraction><feature-engineering><machine-learning-model>","1",""
"45276","1","2019-02-08 17:36:13","2","424","<machine-learning><python><deep-learning><tensorflow>","1",""
"45277","1","2019-02-08 18:30:04","1","87","<pandas>","0",""
"45279","1","2019-02-08 19:31:01","2","27","<classification><accuracy><metric>","2",""
"45281","1","2019-02-08 21:23:21","1","4036","<machine-learning><neural-network><deep-learning><keras>","2",""
"45282","1","2019-02-08 22:09:13","2","4062","<cnn>","1","2"
"45284","1","2019-02-08 23:04:18","1","225","<machine-learning><feature-engineering>","1",""
"45285","1","2019-02-09 00:14:07","5","946","<neural-network><regression><logistic-regression><loss-function><probability>","1","2"
"45286","1","2019-02-09 00:20:54","1","33","<neural-network><feature-engineering><gradient-descent>","1",""
"45287","1","2019-02-09 01:48:15","1","16","<machine-learning><classification><data-mining><decision-trees><scoring>","0","1"
"45288","1","2019-02-09 03:49:28","1","69","<machine-learning><rbm>","1",""
"45289","1","2019-02-09 04:53:37","1","154","<python>","2","1"
"45291","1","2019-02-09 07:23:35","0","64","<clustering>","1",""
"45292","1","2019-02-09 07:27:55","2","175","<machine-learning><neural-network><image-classification><image-recognition>","2","1"
"45293","1","2019-02-09 07:39:51","3","335","<python><time-series>","2","1"
"45298","1","2019-02-09 09:44:36","1","33","<excel>","0",""
"45300","1","2019-02-09 09:50:29","1","475","<python><neural-network><rnn><feature-construction>","1",""
"45302","1","2019-02-09 12:13:57","1","18","<machine-learning><svm>","0",""
"45308","1","2019-02-09 15:06:02","1","12","<data-mining><dataset><data-cleaning>","0",""
"45309","1","2019-02-09 15:11:13","1","157","<keras><version-control>","0",""
"45310","1","2019-02-09 16:56:47","1","10","<time-series><regression>","0",""
"45311","1","2019-02-09 17:09:14","1","6420","<python><dataset><pandas><numpy><dataframe>","2","1"
"45312","1","2019-02-09 17:22:44","1","309","<keras><multilabel-classification>","0",""
"45314","1","2019-02-09 18:24:50","6","91374","<python><pandas>","3","3"
"45318","1","2019-02-09 21:52:15","1","16","<neural-network><keras><tensorflow><cnn><pytorch>","1",""
"45319","1","2019-02-09 23:03:38","2","1090","<machine-learning><python><scikit-learn><decision-trees><overfitting>","3","1"
"45320","1","2019-02-09 23:08:55","3","63","<neural-network><deep-learning><ai><weight-initialization>","1","1"
"45321","1","2019-02-09 23:15:06","1","24","<python><text-mining><map-reduce>","0",""
"45322","1","2019-02-09 23:36:42","4","117","<deep-learning><activation-function>","1","3"
"45328","1","2019-02-10 03:26:11","2","666","<python><keras><dataset><lstm><bigdata>","0",""
"45331","1","2019-02-10 05:20:25","1","396","<machine-learning><data>","1",""
"45332","1","2019-02-10 06:33:37","6","119","<classification><statistics><optimization><machine-learning-model>","3","0"
"45335","1","2019-02-10 10:40:47","1","30","<machine-learning><deep-learning><nlp><natural-language-process>","1",""
"45340","1","2019-02-10 14:56:07","1","266","<machine-learning><neural-network><classification><keras>","0",""
"45341","1","2019-02-10 15:32:13","0","337","<machine-learning><training><unsupervised-learning><supervised-learning>","2",""
"45343","1","2019-02-10 17:13:39","1","599","<machine-learning><neural-network><deep-learning><tensorflow><gan>","0",""
"45345","1","2019-02-10 17:43:07","0","80","<market-basket-analysis>","1",""
"45346","1","2019-02-10 18:13:25","1","402","<decision-trees><data-science-model>","1",""
"45348","1","2019-02-10 19:00:45","0","161","<machine-learning><clustering><data-analysis>","1",""
"45351","1","2019-02-10 23:09:41","2","214","<kaggle><genetic-programming>","2",""
"45355","1","2019-02-11 02:42:05","0","451","<scikit-learn><pipelines>","1",""
"45356","1","2019-02-11 02:48:58","1","1218","<python><scikit-learn>","1",""
"45359","1","2019-02-11 03:42:29","1","19","<statistics><probability><bayesian><probabilistic-programming><mcmc>","1",""
"45362","1","2019-02-11 06:22:00","1","24","<machine-learning><nlp><nltk>","0",""
"45365","1","2019-02-11 07:35:30","2","100","<ranking><learning-to-rank><ndcg>","1",""
"45368","1","2019-02-11 08:53:30","1","18","<neural-network><convnet><text><transfer-learning>","0",""
"45369","1","2019-02-11 09:57:39","3","4615","<bigdata><apache-spark><pyspark>","1",""
"45370","1","2019-02-11 10:35:45","2","170","<clustering><unsupervised-learning><tsne>","2",""
"45371","1","2019-02-11 10:49:46","4","495","<scikit-learn><regression><linear-regression><gradient-descent><boosting>","1",""
"45375","1","2019-02-11 11:39:35","1","48","<classification><nlp><text>","0",""
"45376","1","2019-02-11 11:44:54","2","619","<python><classification><preprocessing><text><named-entity-recognition>","2","0"
"45377","1","2019-02-11 11:53:27","1","54","<machine-learning><tensorflow><logistic-regression>","1",""
"45379","1","2019-02-11 12:11:23","1","86","<machine-learning><neural-network>","1",""
"45383","1","2019-02-11 14:12:26","2","3297","<python><pandas><data-cleaning><missing-data>","1",""
"45387","1","2019-02-11 15:03:15","4","45","<data-mining><dataset><data-cleaning>","0",""
"45389","1","2019-02-11 15:11:10","1","20","<machine-learning><decision-trees><tfidf>","1",""
"45393","1","2019-02-11 16:02:18","1","618","<keras><tensorflow><cnn>","1",""
"45394","1","2019-02-11 16:02:49","4","3010","<r><time-series><lstm><forecasting>","1","1"
"45400","1","2019-02-11 17:31:48","1","363","<machine-learning><python><scikit-learn>","1",""
"45404","1","2019-02-11 17:58:48","5","90","<cnn><multiclass-classification><alex-net>","3",""
"45405","1","2019-02-11 18:30:26","2","54","<logistic-regression>","1",""
"45408","1","2019-02-11 20:35:28","2","146","<gradient-descent><learning-rate>","2",""
"45409","1","2019-02-11 20:37:03","1","147","<python><tensorflow><gradient-descent>","0",""
"45410","1","2019-02-11 21:04:17","4","53","<pytorch>","1","1"
"45416","1","2019-02-12 00:36:29","4","1183","<python><keras><tensorflow><cnn><probability>","2",""
"45418","1","2019-02-12 00:50:39","2","46","<neural-network>","0",""
"45426","1","2019-02-12 04:51:49","1","483","<keras>","1",""
"45427","1","2019-02-12 05:08:24","2","58","<r><predictive-modeling><machine-learning-model><simulation>","0",""
"45428","1","2019-02-12 05:43:18","1","22","<cnn>","0",""
"45430","1","2019-02-12 06:20:30","3","94","<machine-learning><learning>","0",""
"45431","1","2019-02-12 07:26:56","2","105","<machine-learning>","1",""
"45433","1","2019-02-12 08:56:23","2","406","<python><keras><tensorflow><lstm>","0","1"
"45434","1","2019-02-12 09:09:01","8","129","<neural-network><feature-selection><mlp>","4",""
"45436","1","2019-02-12 09:41:33","1","28","<predictive-modeling><recommender-system>","0",""
"45437","1","2019-02-12 09:47:13","3","177","<python><classification><keras>","2",""
"45438","1","2019-02-12 09:59:33","2","3847","<python><neural-network>","1",""
"45441","1","2019-02-12 11:35:08","1","447","<python><anaconda>","0",""
"45442","1","2019-02-12 11:35:56","2","285","<python><neural-network><deep-learning><keras>","0",""
"45443","1","2019-02-12 11:36:15","1","263","<python><scikit-learn><random-forest>","1",""
"45444","1","2019-02-12 12:00:15","1","62","<data-mining><time-series><lstm><rnn><data-cleaning>","0",""
"45449","1","2019-02-12 13:55:49","3","672","<python><dataset><pandas>","1",""
"45451","1","2019-02-12 14:33:37","3","1117","<keras>","2",""
"45452","1","2019-02-12 15:09:52","4","41","<data-mining><dataset><statistics><sampling>","1","1"
"45457","1","2019-02-12 15:43:35","2","33","<statistics><feature-engineering>","0",""
"45458","1","2019-02-12 16:01:24","2","31","<clustering><similarity><variance><dbscan>","0",""
"45459","1","2019-02-12 17:15:05","11","1118","<scikit-learn><graphs>","1","2"
"45461","1","2019-02-12 19:08:38","2","742","<python><data><decision-trees><prediction><h2o>","1","1"
"45463","1","2019-02-12 20:31:40","1","21","<word-embeddings>","0",""
"45464","1","2019-02-12 20:50:15","2","584","<python><scikit-learn><nlp><topic-model><lda>","1",""
"45465","1","2019-02-12 21:08:34","1","30","<regression><prediction><class-imbalance>","1",""
"45467","1","2019-02-12 21:49:08","1","39","<machine-learning><deep-learning>","0",""
"45469","1","2019-02-12 22:40:12","1","96","<machine-learning><deep-learning><keras><scikit-learn><multilabel-classification>","0","0"
"45470","1","2019-02-12 22:59:07","4","199","<machine-learning><random-forest><data-cleaning><machine-learning-model><data-wrangling>","3","2"
"45471","1","2019-02-12 23:26:14","4","180","<xgboost><probability><hyperparameter>","2","1"
"45472","1","2019-02-13 00:01:17","1","24","<ab-test>","0",""
"45475","1","2019-02-13 03:43:48","7","1809","<nlp><attention-mechanism>","1","1"
"45476","1","2019-02-13 04:25:53","2","45","<orange>","1",""
"45480","1","2019-02-13 06:35:55","3","39","<neural-network><perceptron><mlp>","1",""
"45484","1","2019-02-13 07:33:35","1","47","<python><time-series><pandas>","0",""
"45486","1","2019-02-13 07:46:49","1","41","<classification><clustering>","2",""
"45493","1","2019-02-13 09:41:56","1","52","<machine-learning><neural-network><clustering><graphs>","0",""
"45495","1","2019-02-13 10:27:41","1","13","<python><nlp><text-mining><topic-model>","0",""
"45496","1","2019-02-13 10:32:06","1","57","<machine-learning><neural-network><preprocessing><graphs>","0",""
"45497","1","2019-02-13 10:34:29","1","31","<machine-learning><decision-trees><accuracy>","0",""
"45498","1","2019-02-13 10:49:48","1","135","<tensorflow><training><epochs>","1",""
"45499","1","2019-02-13 11:42:49","1","40","<r>","1",""
"45500","1","2019-02-13 12:00:29","2","470","<neural-network><keras><tensorflow>","2",""
"45503","1","2019-02-13 12:14:24","4","1108","<neural-network><regression><lstm><rnn><word-embeddings>","4","1"
"45505","1","2019-02-13 12:49:24","3","70","<neural-network><activation-function>","1",""
"45508","1","2019-02-13 13:53:55","2","24","<python><scikit-learn><dataset><scipy>","1",""
"45509","1","2019-02-13 14:22:49","2","55","<pca><dimensionality-reduction>","0",""
"45510","1","2019-02-13 14:33:40","2","122","<time-series><clustering><preprocessing><distance>","1","1"
"45511","1","2019-02-13 14:39:47","1","14","<machine-learning><dataset><statistics>","0",""
"45514","1","2019-02-13 14:57:20","1","108","<python><keras><tensorflow>","0",""
"45515","1","2019-02-13 15:18:07","1","21","<machine-learning><neural-network><deep-learning><predictive-modeling><lstm>","0",""
"45517","1","2019-02-13 15:34:10","3","17","<audio-recognition>","0","1"
"45519","1","2019-02-13 15:44:59","1","550","<python><text-mining><nltk><pip>","0",""
"45520","1","2019-02-13 15:49:08","2","32","<word-embeddings><multilabel-classification><natural-language-process><distance>","1",""
"45523","1","2019-02-13 16:38:57","1","97","<accuracy>","1",""
"45524","1","2019-02-13 17:18:16","1","32","<python><autoencoder><accuracy>","1",""
"45526","1","2019-02-13 18:02:00","5","68","<classification><nlp><cross-validation><evaluation>","2","2"
"45527","1","2019-02-13 18:05:45","1","113","<random-forest><data-cleaning><encoding><geospatial>","0",""
"45530","1","2019-02-13 18:33:05","1","142","<deep-learning>","0",""
"45532","1","2019-02-13 18:48:49","2","56","<classification>","1",""
"45533","1","2019-02-13 19:18:58","7","1398","<feature-extraction><databases>","3",""
"45539","1","2019-02-13 20:30:32","1","56","<lstm><rnn>","0",""
"45540","1","2019-02-13 21:30:54","4","419","<machine-learning><python><scikit-learn><regression><supervised-learning>","1",""
"45542","1","2019-02-13 22:25:43","1","16","<svm><semi-supervised-learning><implementation>","0",""
"45543","1","2019-02-13 23:51:11","1","16","<machine-learning><object-detection>","0","2"
"45544","1","2019-02-14 00:15:23","1","357","<time-series><clustering><data><anomaly-detection><data-science-model>","1",""
"45545","1","2019-02-14 00:21:07","2","574","<machine-learning><time-series><predictive-modeling><lstm><matlab>","0",""
"45546","1","2019-02-14 00:49:54","2","61","<machine-learning><notation><pac-learning>","1",""
"45550","1","2019-02-14 02:26:19","2","4812","<pandas><kaggle>","1",""
"45552","1","2019-02-14 03:04:21","1","479","<scikit-learn><svm>","1",""
"45553","1","2019-02-14 03:24:29","2","407","<xgboost><ranking><ndcg>","0",""
"45554","1","2019-02-14 05:17:07","2","204","<machine-learning><algorithms>","1",""
"45556","1","2019-02-14 05:47:46","1","34","<machine-learning><gradient-descent>","1",""
"45559","1","2019-02-14 08:04:39","-1","29","<python><clustering><unsupervised-learning>","2",""
"45562","1","2019-02-14 09:11:39","1","69","<machine-learning><predictive-modeling><regression><cross-validation><accuracy>","0",""
"45563","1","2019-02-14 09:19:53","1","343","<machine-learning><xgboost>","2",""
"45566","1","2019-02-14 09:49:51","0","48","<gradient-descent>","2",""
"45568","1","2019-02-14 10:17:44","0","30","<python><tensorflow><word-embeddings>","1",""
"45569","1","2019-02-14 10:17:48","1","31","<lstm><multilabel-classification>","0",""
"45570","1","2019-02-14 11:36:39","1","47","<probability><distribution>","0",""
"45575","1","2019-02-14 12:14:02","6","478","<machine-learning><data-leakage>","1",""
"45578","1","2019-02-14 14:33:54","9","4230","<variance><bias>","4","4"
"45580","1","2019-02-14 15:08:51","3","1208","<keras><noise>","1",""
"45582","1","2019-02-14 15:42:36","1","18","<distance>","0",""
"45586","1","2019-02-14 16:21:35","1","9","<machine-learning><data-mining><decision-trees>","0",""
"45588","1","2019-02-14 17:05:51","1","23","<dataset><data><project-planning>","1",""
"45589","1","2019-02-14 17:20:50","1","44","<machine-learning><machine-learning-model>","0",""
"45593","1","2019-02-14 21:14:15","1","54","<machine-learning><word2vec><pytorch>","1",""
"45596","1","2019-02-14 23:42:58","1","22","<transfer-learning>","0",""
"45597","1","2019-02-15 00:27:06","1","135","<time-series><predictive-modeling><prediction><matlab><plotting>","0",""
"45598","1","2019-02-15 00:29:55","2","90","<neural-network><perceptron><mlp><implementation>","1",""
"45600","1","2019-02-15 05:01:13","4","622","<time-series><lstm><rnn>","1","4"
"45601","1","2019-02-15 05:39:48","1","25","<cnn><backpropagation>","1",""
"45602","1","2019-02-15 06:23:24","3","142","<python><pandas>","1",""
"45603","1","2019-02-15 06:29:42","2","141","<python><deep-learning>","0","1"
"45605","1","2019-02-15 06:52:37","1","167","<python><nlp><nltk>","1",""
"45607","1","2019-02-15 07:26:50","0","528","<clustering>","2",""
"45611","1","2019-02-15 07:54:42","1","27","<machine-learning><neural-network><pytorch>","1",""
"45614","1","2019-02-15 08:16:30","3","414","<normalization>","1","1"
"45615","1","2019-02-15 08:16:57","3","62","<python><scikit-learn><pandas><descriptive-statistics>","1",""
"45620","1","2019-02-15 09:03:25","1","59","<neural-network><lstm>","0",""
"45622","1","2019-02-15 09:48:36","1","41","<python><scikit-learn><random-forest><decision-trees>","0",""
"45624","1","2019-02-15 10:24:17","2","1253","<python><r><data-mining>","1",""
"45625","1","2019-02-15 10:40:39","1","47","<dataset>","0",""
"45626","1","2019-02-15 10:52:32","1","85","<lstm><labels>","1",""
"45627","1","2019-02-15 10:55:46","3","79","<machine-learning><python><scikit-learn><regression><pandas>","1",""
"45628","1","2019-02-15 11:04:48","1","387","<machine-learning><python><pandas><k-nn>","0",""
"45629","1","2019-02-15 11:19:08","1","387","<keras><nlp><loss-function>","0",""
"45631","1","2019-02-15 12:27:50","1","11","<tensorflow>","0",""
"45633","1","2019-02-15 13:23:17","0","52","<machine-learning><regression>","2",""
"45639","1","2019-02-15 14:30:18","0","38","<python><deep-learning><numpy>","1",""
"45648","1","2019-02-15 16:04:28","1","106","<jupyter><linux>","0",""
"45650","1","2019-02-15 16:11:23","1","17","<python><neural-network><tensorflow><accuracy>","0",""
"45655","1","2019-02-15 16:47:01","2","217","<pandas><dataframe><ml>","1",""
"45656","1","2019-02-15 16:58:56","2","1140","<python><pytorch><jupyter>","1",""
"45657","1","2019-02-15 18:09:57","1","29","<deep-learning><gan><objective-function>","0",""
"45659","1","2019-02-15 18:37:10","1","316","<reinforcement-learning>","1",""
"45660","1","2019-02-15 18:39:44","1","271","<machine-learning><bigdata><bias>","0",""
"45661","1","2019-02-15 20:25:52","2","238","<machine-learning><deep-learning><statistics><generative-models>","1",""
"45663","1","2019-02-15 20:49:28","5","1404","<machine-learning><python><scikit-learn><pandas>","1","2"
"45666","1","2019-02-15 22:04:27","1","71","<graphs>","0",""
"45667","1","2019-02-15 22:11:00","1","156","<python><statistics><numpy><distribution><scipy>","0",""
"45668","1","2019-02-15 23:03:42","3","592","<machine-learning><scikit-learn><ridge-regression>","2",""
"45671","1","2019-02-16 03:59:13","2","435","<machine-learning><neural-network>","0",""
"45672","1","2019-02-16 05:36:46","2","593","<time-series><predictive-modeling><random-forest><training><transfer-learning>","1","1"
"45675","1","2019-02-16 07:35:56","2","102","<machine-learning><preprocessing>","2",""
"45678","1","2019-02-16 09:24:19","4","422","<neural-network><deep-learning><convolution><math><image-preprocessing>","1",""
"45679","1","2019-02-16 09:48:06","2","465","<python><jupyter>","1",""
"45680","1","2019-02-16 10:16:08","2","297","<cnn>","1",""
"45681","1","2019-02-16 10:16:55","1","61","<machine-learning><naive-bayes-classifier>","2",""
"45684","1","2019-02-16 12:12:19","4","3501","<machine-learning><python><neural-network><deep-learning><time-series>","1",""
"45685","1","2019-02-16 13:26:07","1","62","<python><jupyter><fastai>","1",""
"45686","1","2019-02-16 13:40:39","2","268","<feature-selection>","1",""
"45688","1","2019-02-16 14:28:10","1","27","<linear-regression>","1",""
"45689","1","2019-02-16 14:29:12","1","24","<machine-learning><deep-learning>","0",""
"45690","1","2019-02-16 14:37:25","3","89","<machine-learning><pca><dimensionality-reduction>","1",""
"45691","1","2019-02-16 14:55:10","3","132","<machine-learning><math><linear-algebra>","1","1"
"45698","1","2019-02-16 17:38:01","2","1516","<keras><scikit-learn><cross-validation>","1","2"
"45702","1","2019-02-16 20:05:03","3","58","<neural-network><optimization>","1","0"
"45703","1","2019-02-16 21:43:32","8","687","<linear-regression><terminology>","3","2"
"45711","1","2019-02-17 04:41:27","4","1512","<python><distribution><matplotlib><image>","1","2"
"45713","1","2019-02-17 09:06:47","2","66","<regression><linear-regression><data-science-model>","1",""
"45714","1","2019-02-17 10:13:20","1","23","<machine-learning><statistics>","0",""
"45716","1","2019-02-17 12:52:43","2","346","<machine-learning><python><classification>","1",""
"45718","1","2019-02-17 13:07:47","2","472","<machine-learning><python><reinforcement-learning><backpropagation><pytorch>","0",""
"45719","1","2019-02-17 13:24:50","1","35","<autoencoder>","0",""
"45782","1","2019-02-17 13:41:11","1","15","<lstm>","0",""
"45720","1","2019-02-17 16:45:39","1","306","<python><nlp>","0",""
"45721","1","2019-02-17 17:09:15","1","19","<regression><lstm><cnn>","0",""
"45725","1","2019-02-17 18:28:15","4","53","<machine-learning><python><normalization>","1",""
"45726","1","2019-02-17 19:06:30","1","14389","<python><anaconda>","1",""
"45728","1","2019-02-17 19:20:14","3","241","<machine-learning><python><scikit-learn><svm>","1",""
"45729","1","2019-02-17 20:11:09","0","2122","<python><regression><pandas><correlation>","2","1"
"45731","1","2019-02-17 21:01:31","3","611","<image-classification><transfer-learning>","1",""
"45735","1","2019-02-18 00:30:49","2","160","<probability><probabilistic-programming>","1",""
"45737","1","2019-02-18 04:03:24","1","27","<machine-learning><deep-learning><tensorflow><computer-vision><convolution>","1",""
"45738","1","2019-02-18 04:26:41","1","646","<data><svm><data-science-model>","1",""
"45740","1","2019-02-18 06:10:38","2","478","<machine-learning><neural-network><keras><scikit-learn>","1",""
"45744","1","2019-02-18 09:22:27","1","30","<python><data-mining><dataset><pandas><data>","0",""
"45746","1","2019-02-18 10:19:47","1","271","<nlp><word-embeddings><stanford-nlp><embeddings>","0",""
"45749","1","2019-02-18 10:39:12","3","265","<machine-learning><neural-network><deep-learning><cnn>","1",""
"45750","1","2019-02-18 10:46:29","2","223","<cnn><training><weight-initialization>","3",""
"45751","1","2019-02-18 10:54:23","2","70","<python><pandas>","1",""
"45753","1","2019-02-18 11:15:09","1","42","<pandas><graphs><jupyter><matplotlib>","1",""
"45754","1","2019-02-18 11:27:35","2","29","<machine-learning><time-series><probability><convolution>","0",""
"45757","1","2019-02-18 12:29:23","6","468","<reinforcement-learning><dqn><discounted-reward>","2","1"
"45759","1","2019-02-18 14:20:05","1","105","<tensorflow><jupyter><google><cloud><pip>","1",""
"45762","1","2019-02-18 14:58:12","2","101","<cnn><activation-function>","2",""
"45764","1","2019-02-18 15:20:17","3","174","<neural-network><training><cost-function><convergence>","4",""
"45765","1","2019-02-18 15:41:48","1","111","<machine-learning><python><anomaly-detection><data-science-model>","0",""
"45766","1","2019-02-18 15:42:07","1","20","<python><data-mining><pandas><visualization><data-cleaning>","0",""
"45767","1","2019-02-18 16:02:49","1","494","<python><neural-network><cross-validation><sampling>","1",""
"45768","1","2019-02-18 17:29:31","1","540","<evaluation><information-retrieval><metric>","1",""
"45769","1","2019-02-18 17:41:24","1","45","<python><deep-learning><tensorflow><gpu>","0",""
"45773","1","2019-02-18 20:16:36","2","17","<information-retrieval>","0",""
"45774","1","2019-02-18 20:47:09","3","312","<machine-learning><deep-learning><bigdata><model-selection><pac-learning>","2",""
"45776","1","2019-02-18 21:05:09","2","56","<machine-learning><classification><statistics><probability>","1",""
"45781","1","2019-02-18 22:20:03","5","308","<deep-learning><keras><lstm><rnn>","1","2"
"45785","1","2019-02-19 00:44:44","3","158","<machine-learning><deep-learning><training><noise>","0",""
"45793","1","2019-02-19 06:10:09","2","69","<cnn><image-recognition><kernel>","2","0"
"45797","1","2019-02-19 07:45:48","1","41","<python><nlp>","1",""
"45799","1","2019-02-19 08:55:23","2","4026","<python><pandas>","2",""
"45803","1","2019-02-19 10:08:50","0","1800","<lstm>","1",""
"45805","1","2019-02-19 11:28:45","2","422","<neural-network><convnet>","0","2"
"45807","1","2019-02-19 12:08:37","2","77","<python><time-series><machine-learning-model><forecast><forecasting>","1","1"
"45809","1","2019-02-19 12:15:33","1","36","<machine-learning><forecast><forecasting>","0",""
"45810","1","2019-02-19 12:48:19","5","1937","<python><scikit-learn><cross-validation><gridsearchcv>","1","1"
"45813","1","2019-02-19 13:20:00","1","201","<machine-learning><outlier><boosting>","1",""
"45815","1","2019-02-19 13:38:12","0","42","<machine-learning><cnn><matrix>","1",""
"45821","1","2019-02-19 15:26:12","2","145","<data-mining><pandas><svm><numpy>","2",""
"45822","1","2019-02-19 15:28:47","0","569","<lstm><supervised-learning>","1",""
"45827","1","2019-02-19 16:28:15","2","1908","<finance>","2","1"
"45837","1","2019-02-19 16:33:09","1","685","<deep-learning><lstm><xgboost>","1",""
"45831","1","2019-02-19 17:43:28","1","302","<python><scikit-learn><logistic-regression>","2",""
"45833","1","2019-02-19 19:34:19","5","4846","<python><keras><cnn><image-classification>","1","3"
"45834","1","2019-02-19 20:01:13","1","83","<machine-learning><time-series><statistics><lstm><forecasting>","0","2"
"45836","1","2019-02-19 21:06:12","1","78","<machine-learning><deep-learning><text-mining><ocr>","0","1"
"45839","1","2019-02-19 22:09:02","1","87","<python><data-mining><k-means>","1",""
"45846","1","2019-02-20 03:19:07","1","46","<machine-learning><data><accuracy>","1",""
"45849","1","2019-02-20 04:31:49","1","84","<machine-learning><dataset><training>","2",""
"45850","1","2019-02-20 04:47:51","1","131","<dataset>","1",""
"45854","1","2019-02-20 06:19:42","7","3171","<python><text-mining>","2","2"
"45856","1","2019-02-20 06:30:01","3","700","<machine-learning><python><nlp><nltk><regex>","3","2"
"45858","1","2019-02-20 07:50:29","0","112","<machine-learning><tensorflow><opencv>","1",""
"45860","1","2019-02-20 08:31:47","3","1586","<machine-learning><classification><cross-validation><pca><smote>","1",""
"45862","1","2019-02-20 08:56:10","0","107","<machine-learning><machine-learning-model><convolution><image-size><image>","1",""
"45863","1","2019-02-20 09:33:29","1","40","<deep-learning><cnn><rnn><ocr>","1",""
"45864","1","2019-02-20 10:07:10","1","917","<keras><loss-function>","1",""
"45865","1","2019-02-20 10:39:04","1","76","<predictive-modeling><regression><statistics>","1",""
"45867","1","2019-02-20 10:44:55","2","1458","<python><keras><time-series><lstm><recurrent-neural-net>","1",""
"45872","1","2019-02-20 11:37:58","5","205","<machine-learning><text-mining><feature-extraction><word-embeddings>","3",""
"45873","1","2019-02-20 12:12:54","0","75","<python><scikit-learn><predictive-modeling><prediction><machine-learning-model>","1",""
"45874","1","2019-02-20 12:18:28","0","62","<python><deep-learning><keras><tensorflow><nlp>","1",""
"45875","1","2019-02-20 12:29:20","2","374","<keras>","1",""
